feature_id	bikelane_length_km	mway_length_km	roads_km	slope	sndi	wt_density	density	pop	sndi_cars	sndi_difference
0x3bda1df8cd6d9cb1:0x5f36a09324f0bb4d	0.0	0.0	90.634	2.285236523843418	2.218531448159333	18717.2409149314	12718.602775822084	190779.04163733125	2.21865485407057	0.0001234059112373842
0x33bb26cb20749d65:0xd1562073ddab3bf7	0.0	0.0	237.811	8.149769706452096	5.3209740934618655	988.1511728684194	91.14898305880142	39467.50966446102	5.793028445891246	0.47205435242938076
0x33a9a992b90eb78d:0xfdbca2cecd9207e3	0.0	0.0	327.943	13.864955905037196	7.0884687615049184	1197.3789485056143	209.3711485280297	54436.498617287725	7.650796114370632	0.5623273528657133
0x85cd87df009fa987:0xfd9a41e67555beae	0.0	0.0	289.492	1.6634219922030549	4.010697125686677	4839.60586601998	3798.954667749512	75979.09335499024	4.221356813125019	0.2106596874383424
0x311cbf8df012fbe5:0x403d84ae1b4d750	0.0	0.0	498.513	1.4464023290212789	4.848825119226498	626.5226154098494	62.25914557940201	28078.874656310305	4.934324932202767	0.08549981297626896
0x3bb1436576c5408d:0x4f8776a22373a987	0.0	0.0	206.218	1.0761915475130082	3.3435545366889103	18009.676889766575	13127.308168996951	118145.77352097258	3.346634944214704	0.003080407525793749
0x690230d41c5692ab:0x3fa6b481889f98c4	0.0	0.0	617.32	6.271915084927038	5.560302495571921	9158.149681858346	4838.659528473206	435479.3575625885	6.7206675337946375	1.1603650382227162
0x151c87da460049bd:0x3fbf8443e03b269a	0.0	0.0	207.849	13.333116506963032	4.6610173092476925	7549.381972826197	731.9975279577905	39527.86650972068	4.7302073059926455	0.06918999674495296
0x85d50cac0d4d405b:0xf6d6cb8fcffc17df	0.0	0.0	287.91	0.674795995776852	2.9166485751287423	4322.294886140364	3126.203712050472	59397.87052895897	2.985308336441288	0.0686597613125457
0x32f8d820a43f9bc3:0x855afc33b9d01e58	0.0	0.0	685.514	13.170301465213695	6.924624393754788	1275.7767512234457	121.15882017241536	58883.186603793874	7.789165153472462	0.8645407597176735
0x11b7c33970ffd151:0x608282e42f1d2d31	0.0	0.0	775.097	1.3719986237954385	2.474572845834199	13718.421003602894	8167.707096343122	432888.4761061855	2.494456154098621	0.019883308264422084
0x37545af0aa898d0b:0x81ec8bc5ca747ce1	0.0	0.0	50.604	0.3916073001109728	6.8770997260809725	14862.167737069669	5166.794078441958	62001.52894130349	6.9191999233385975	0.04210019725762493
0x39123968d89e6c55:0x1ca988b08f2528f0	0.0	0.0	142.529	0.2408526020903959	2.501481947799208	8046.052861896199	747.5286198116436	55317.11786606163	2.6196561592069	0.11817421140769202
0x8f703d01ded09679:0xd99e16cb4e113856	0.0	0.0	687.645	1.459144303363524	2.9358803581449955	5320.55147371449	1772.9781007973063	136519.3137613926	2.972529269232581	0.03664891108758539
0x904c94d6cf0576e7:0x73d7d3c19c97bcd2	0.0	0.0	128.734	0.5005277622121949	3.85828585929352	10464.23421490988	7527.600480681906	45165.60288409144	3.9025340515989098	0.0442481923053899
0x32fef9331f080eb7:0x5c6b3a6f866f1cd0	0.0	0.0	230.407	9.435967508175157	5.294374838720702	722.7507821200769	198.4603181593608	37905.92076843791	6.784109924951525	1.489735086230823
0x3113fb5adb2b036d:0x402b54113611c20	0.0	0.0	144.111	10.518413351991056	5.524561882270009	392.1183984761098	24.834253598097103	15248.231709231624	5.614961689541079	0.09039980727107011
0x1458342722109f49:0x8164db4d10cac6c	0.0	0.0	69.696	0.7938541243360802	3.965940347069577	12582.205402576808	12543.390121801756	25086.780243603516	4.088465427875807	0.12252508080623015
0x8f74061d911c1529:0xf2d6cd6150316ad2	0.0	0.0	203.133	3.710296429062705	2.167571326859205	14074.116602440155	9314.811012201944	139722.16518302914	2.2262571383063534	0.05868581144714824
